
REGISTERS
Accumulator: -23.04
Instruction Counter: 6
Instruction Register: 430000
Code: 43
Operand: 0000

MEMORY
        1        2        3        4        5        6        7        8        9       10      
  1| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
  2| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
  3| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
  4| 00000.00 00000.00 00000.00 00000.00 00023.04 02004.20 00000.00 00000.00 00000.00 00000.00 
  5| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
  6| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
  7| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
  8| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
  9| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 10| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 11| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 12| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 13| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 14| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 15| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 16| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 17| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 18| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 19| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 20| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 21| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 22| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 23| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 24| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 25| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 26| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 27| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 28| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 29| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 30| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 31| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 32| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 33| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 34| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 35| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 36| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 37| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 38| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 39| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 40| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 41| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 42| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 43| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 44| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 45| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 46| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 47| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 48| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 49| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 50| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 51| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 52| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 53| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 54| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 55| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 56| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 57| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 58| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 59| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 60| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 61| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 62| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 63| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 64| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 65| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 66| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 67| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 68| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 69| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 70| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 71| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 72| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 73| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 74| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 75| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 76| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 77| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 78| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 79| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 80| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 81| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 82| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 83| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 84| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 85| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 86| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 87| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 88| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 89| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 90| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 91| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 92| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 93| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 94| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 95| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 96| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 97| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 98| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 99| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
100| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 

REGISTERS
Accumulator: -36.76
Instruction Counter: 6
Instruction Register: 430000
Code: 43
Operand: 0000

MEMORY
        1        2        3        4        5        6        7        8        9       10      
  1| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
  2| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
  3| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
  4| 00000.00 00000.00 00000.00 00000.00 00036.76 00076.36 00000.00 00000.00 00000.00 00000.00 
  5| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
  6| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
  7| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
  8| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
  9| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 10| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 11| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 12| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 13| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 14| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 15| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 16| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 17| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 18| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 19| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 20| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 21| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 22| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 23| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 24| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 25| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 26| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 27| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 28| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 29| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 30| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 31| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
 32| 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 00000.00 
